id,groupId,name,category,imageUrl,description,createdAt,updatedAt,coordinates,isFavorite,isVisited,notes,order,yaMapUrl,userId
cmlfes3vd0005uueus0rxiihd,cmlf36itm0001xisdg1njyrry,Пляж Ретлё (Ильменский глинт),Природа,https://avatars.mds.yandex.net/get-altay/13229990/2a00000190d140683494e2da8c1fb9df3332/XXXL,"Пляж «Ретлё» — это галечный пляж на берегу озера Ильмень, расположенный в заповедной зоне Ильменского глинта. Здесь можно насладиться красивыми видами, тишиной и уединением, так как пляж не виден с дороги. Кроме того, здесь можно прокатиться на сапборде или лодке.",2026-02-09 16:50:57.818,2026-02-13 10:03:55.743,"[58.157065, 31.0942]",f,f,[],11,https://yandex.ru/maps/-/CPQuiOoR,cmjmw1dtu000010mlvrhu3o7o
cmlnzo3ya0001wwhcoql6fkap,cmlntj8vx0001deuwrf41d6f4,Пляж (деревня Козынево),Природа,https://avatars.mds.yandex.net/get-altay/10216747/2a0000018a1d7125f37c7b8467e817e95a82/XXXL,"Этот пляж расположен на берегу озера Ильмень и является отличным местом для семейного отдыха. Здесь есть детская площадка с горкой, надувным городком и другими развлечениями, а также волейбольная площадка для взрослых. Кроме того, на пляже есть кабинки для переодевания, туалеты и парковка для автомобилей.",2026-02-15 16:57:52.642,2026-02-15 21:21:19.145,"[58.395257, 31.217567]",f,f,[],14,https://yandex.ru/maps/-/CPUzVZ9~,cmjmw1dtu000010mlvrhu3o7o
cmlqu4god00012zqh8q4dxxas,cmlqng3uz0007jcd5k7ji4xbv,Святая пещера (парк усадьбы Рождествено),Природа,https://avatars.mds.yandex.net/get-altay/10702775/2a0000018d99a0db3b62a9b2d0bf657bf0b3/XXXL,"«Святая пещера» — это карстовая пещера, расположенная на территории старинной усадьбы. Вход в пещеру живописный, с высокими сводами. Внутри пещеры течет ручей, поэтому рекомендуется взять с собой резиновые сапоги и фонарик.",2026-02-17 16:45:56.462,2026-02-17 16:45:56.462,"[59.312597, 29.957106]",f,f,[],12,https://yandex.ru/maps/-/CPUlI096,cmjmw1dtu000010mlvrhu3o7o
cmlf8el3f0003c30j7lz1zce8,cmlf36itm0001xisdg1njyrry,Водонапорная башня,Культура,https://avatars.mds.yandex.net/get-altay/5235091/2a00000180ed54dca48ade1eb28fb2134dad/XXXL,"Водонапорная башня в Старой Руссе — это не просто инженерное сооружение, а настоящий символ города, хранящий в себе историю и дух прошлых эпох. Построенная в начале XX века, она до сих пор впечатляет своей монументальностью и архитектурной красотой. С её вершины открывается захватывающий вид на городские крыши и окрестности, позволяя почувствовать себя частью этого уникального места. Внутри располагается экспозиция, рассказывающая о Старой Руссе.",2026-02-09 13:52:29.259,2026-02-13 10:03:55.743,"[57.990395, 31.35517]",f,f,[],4,https://yandex.ru/maps/-/CPQiVK~k,cmjmw1dtu000010mlvrhu3o7o
cmlnu72510009yfs8c2la5lq1,cmlntj8vx0001deuwrf41d6f4,Юрьев мужской монастырь,Церковь,https://avatars.mds.yandex.net/get-altay/13229524/2a0000018fc9f07b85a3761125fe571b4ffb/XXXL,"Юрьев монастырь основан на левом берегу Волхова в 1030 году князем Ярославом Мудрым после похода на чудь. Там на чудских землях был основан одноименный монастырь в городе, названном Юрьевом (нынешний Тарту). Монастырь князь, названый в святом крещении Георгием (Юрием), посвятил своему небесному покровителю. Юрьев монастырь второй по времени создания после Киево-Печерской лавры монастырь в Древней Руси и старейший в нынешних границах России. Монастырь процветал в эпоху 13-15 вв., владея несметными богатствами и землями по всей Руси; его архимандрит считался вторым человеком в иерархии новгородских священнослужителей после самого архиепископа.

После падения Новгородской республики в 16 веке часть земель отошла к Москве, в 17 веке последовало шведское разорение, а в 18 веке по екатериненской церковной реформе монастырь лишился части земель. В начале 19 века монастырь значительно приумножил свои богатства за счет щедрых подарков графини Орловой. Обитель становится одним из крупнейших монастырей России. Произошло это в годы, когда настоятелем монастыря был получивший неоднозначную известность архимандрит Фотий (1792–1838).

В 1929 году монастырь был закрыт",2026-02-15 14:24:39.061,2026-02-15 21:21:19.145,"[58.486366, 31.284655]",f,t,[],6,https://yandex.ru/maps/-/CPUrvTOw,cmjmw1dtu000010mlvrhu3o7o
cmlnzskqz0001i9ilqbb0okts,cmlntj8vx0001deuwrf41d6f4,Троицкий Михаило-Клопский мужской монастырь,Церковь,https://avatars.mds.yandex.net/get-altay/16866637/2a000001994823832ac1420b689896472a08/XXXL,"По некоторым мнениям, монастырь получил такое название оттого, что река Веряжа и безымянный ручей окружаемой местности, на которой стоит монастырь, имеют будто форму клопа.

Впервые упоминается под 1408 годом в связи с приходом в монастырь Михаила Клопского.

Главной святыней монастыря являются мощи святого Михаила Клопского, почивающие под спудом на южной стороне Троицкой церкви.

В результате Секуляризационной реформы 1764 года Клопский монастырь был включён в число третьеклассных.

Указом Святейшего синода от 10 апреля 1913 года обращён в женский общежительный.

В 1934 году монастырь был закрыт. В 2005 году возвращён Новгородской епархии. Восстановление обители ведётся под руководством наместника игумена Иакова (Ефимова).",2026-02-15 17:01:21.036,2026-02-15 21:21:19.145,"[58.375942, 31.121234]",f,f,[],9,https://yandex.ru/maps/-/CPUzZMJz,cmjmw1dtu000010mlvrhu3o7o
cmlqu7h0300032zqhtd8zadf7,cmlqng3uz0007jcd5k7ji4xbv,Церковь Рождества Пресвятой Богородицы (с. Рождествено),Церковь,https://avatars.mds.yandex.net/get-altay/14910910/2a00000198fb8499aeffe5d9a2e5f7b8f29c/XXXL,"Построен в 1884–1886 (арх. И. И. Буланов). Освящен 21 сентября 1885 епископом Выборгским Арсением. Храм трехпрестольный. Центральный престол освящен в честь Рождества Пресвятой Богородицы (престольный праздник 21 сентября); правый престол – во имя св. блгв. вел. кн. Александра Невского (12 сентября, 6 декабря); левый – во имя Свт. Николая Чудотворца (22 мая, 19 декабря). Закрыт в 1937, в 1941 вновь открыт настоятелем свящ. Сергием Сапуновым. Памятник архитектуры XIX в. местного значения.",2026-02-17 16:48:16.852,2026-02-17 16:48:16.852,"[59.318859, 29.946054]",f,f,[],13,https://yandex.ru/maps/-/CPUlMRO5,cmjmw1dtu000010mlvrhu3o7o
cmlqualj400052zqhzkkdu45c,cmlqng3uz0007jcd5k7ji4xbv,Дом станционного смотрителя,Культура,https://avatars.mds.yandex.net/get-altay/16609617/2a0000019a4e29cb6f34ad345923723b6214/XXXL,"«Дом станционного смотрителя» — это литературно-мемориальный музей, расположенный в здании Вырской почтовой станции, где останавливался Александр Сергеевич Пушкин. Музей был основан в 1972 году и является первым в России музеем литературного героя. Экспозиция музея включает воссозданную обстановку почтовых станций пушкинского времени и различные экспозиции, связанные с русской культурой и путешествиями.",2026-02-17 16:50:42.688,2026-02-17 16:50:42.688,"[59.348015, 29.959051]",f,t,[],14,https://yandex.ru/maps/-/CPUlQVZv,cmjmw1dtu000010mlvrhu3o7o
cmlf8kk0b0005c30jfm1p8fad,cmlf36itm0001xisdg1njyrry,Воскресенский кафедральный собор,Церковь,https://avatars.mds.yandex.net/get-altay/760153/2a00000187de3287f540d84f5f4232a71d9f/XXXL,"Собор в память Воскресения Иисуса Христа находится на берегу реки Полисть при впадении в неё Перерытицы.  Точная дата строительства её не известна, но из описи, сделанной в 1625 году Н. Чоглоковым, значится, что во время шведского нашествия (1611 год — 1615 год) церковь не была разорена. Долгое время именно она была соборной церковью Старой Руссы. Но со временем город рос, а церковь ветшала. В 1690-е годы соборный староста Михаил Фёдорович Сомров с прихожанами на своё иждивение решил перестроить храм[3]. В результате на месте церкви в 1692—1696 годах был построен в первом малом виде каменный собор Воскресения Христова. До 1936 года собор служил храмом для рушан. В 1923—1932 годах он был кафедральным храмом обновленческих епископов Старорусских: Алексия (Тогатова), Александра (Лебедева), Михаила (Фивейского), Палладия (Бельтюкова), Капитона (Лаврова), Николая (Гиляровского), Александра (Шубина). Затем ему пришлось пережить немало страшных лет. Позднее в его стенах разместился краеведческий музей города. Во время второй мировой войны немецкие войска превратили собор в конюшню. После освобождения Старой Руссы в соборе располагались: клуб, кинематограф, различные склады. В 1984 году после капитального ремонта был открыт музей Северо-Западного фронта, где принимали в пионеры юных школьников. И только 1 октября 1992 года собор вновь стал действующим храмом.",2026-02-09 13:57:07.788,2026-02-13 10:03:55.743,"[57.987953, 31.352775]",f,f,[],2,https://yandex.ru/maps/-/CPQiZUNI,cmjmw1dtu000010mlvrhu3o7o
cmlfa0cop0003t3yhzy6fw5dz,cmlf36itm0001xisdg1njyrry,Дом-музей Ф.М. Достоевского,Культура,https://avatars.mds.yandex.net/get-altay/16341471/2a0000019aa0ab23dffeb8c8c759b0c1bb3f/XXXL,"Дом-музей Ф.М. Достоевского расположен в Старой Руссе, где семья писателя проводила лето в последние годы жизни Федора Михайловича. Двухэтажный деревянный дом был подарен городом родственникам Достоевского еще в конце XIX века. Посетители могут увидеть подлинники рукописей, личные вещи писателя, фотографии семьи и друзей, письма и воспоминания современников. Эти экспонаты помогают глубже понять творческий путь и философские идеи Достоевского.",2026-02-09 14:37:24.409,2026-02-13 10:03:55.743,"[57.98125, 31.357356]",f,f,[],7,https://yandex.ru/maps/-/CPQmqLog,cmjmw1dtu000010mlvrhu3o7o
cmlo0mm3h0006h5ats6sj14i5,cmlntj8vx0001deuwrf41d6f4,Софийский собор,Церковь,https://avatars.mds.yandex.net/get-altay/13917922/2a00000192484cbce3e0cabd961fa84f0a5a/XXXL,"Софийский собор построен в 1045-1050 гг. по заказу князя Владимира Ярославича. К востоку от Софийского собора стоит Софийская звонница. В 1439 году она была построена на месте рухнувшей ""колокольницы"". Первоначально её сделали трёхпролётной. В 16-ом веке звонницу надстроили, увеличили число пролётов. В результате звонница стала более монументальной. В 17-ом веке пристроены крыльцо и домик с юга, увеличено декоративное убранство. Крыша бочкой и глава - в 18-19 веках. В настоящее время звонница действует, также в ней работает выставка, а в домике с юга располагается отдел хранения письменностей.",2026-02-15 17:24:42.462,2026-02-15 21:21:19.145,"[58.522049, 31.276571]",t,t,[],1,https://yandex.ru/maps/-/CPUzv822,cmjmw1dtu000010mlvrhu3o7o
cmloxoygw000a135b9khm6xr7,cmlezm8dn0001cp72sub7rdc3,Собор святых Петра и Павла,Культура,https://avatars.mds.yandex.net/get-altay/7725442/2a0000018d9f0fb1a70176c7ed8dd4218a44/XXXL,Протестантская церковь,2026-02-16 08:50:19.136,2026-02-16 10:25:03.801,"[60.712087, 28.738353]",f,f,[],7,https://yandex.ru/maps/-/CPUSB6NX,cmjmw1dtu000010mlvrhu3o7o
cmlqumnl000072zqh3v8awfap,cmlqmy4k10001jcd5l1m0lz9b,Свято-Троицкий Александра Свирского мужской монастырь,Церковь,https://avatars.mds.yandex.net/get-altay/10285614/2a000001906a242dcef556f7ee14fc778a91/XXXL,"Монастырь был основан святым Александром Свирским в конце XV века в малолюдном лесном Олонецком крае среди поселений языческих народов — карелов, вепсов, чуди. Обитель разделяется на две части — Троицкую и Преображенскую, расстояние между ними составляет около 300 метров. Некоторые храмы и святыни монастыря: мощи св. Александра Свирского, копия Туринской плащаницы, частицы мощей святых, святой источник.
",2026-02-17 17:00:05.22,2026-02-17 17:00:05.22,"[60.778851, 33.310697]",f,t,[],1,https://yandex.ru/maps/-/CPUl40kn,cmjmw1dtu000010mlvrhu3o7o
cmlqupnhz00092zqhnobwa4md,cmlqmy4k10001jcd5l1m0lz9b,Церковь Петра и Павла,Церковь,https://avatars.mds.yandex.net/get-altay/10242164/2a00000192798b19ce07dfbe8e73fc21d556/XXXL,"Храм построен в 1990–1998 (арх. А. А. Родькин) недалеко от того места на берегу р. Свирь, где некогда стоял трехпрестольный Петропавловский собор (постройки 1843), разрушенный в годы советской власти. 26 июня 1998 состоялось освящение иконостаса. 1 июля 2001 митрополит Санкт-Петербургский и Ладожский Владимир совершил великое освящение храма и отслужил первую Божественную Литургию на новоосвященном престоле в честь св. первоверх. апп. Петра и Павла. Престольный праздник 12 июля.",2026-02-17 17:02:25.079,2026-02-17 17:02:25.079,"[60.738286, 33.553084]",f,f,[],2,https://yandex.ru/maps/-/CPUlaX7p,cmjmw1dtu000010mlvrhu3o7o
cmleybww100053d4g70lh9r99,cmley5xau00013d4gltteuro2,Церковь Флора и Лавра в Клюкошицах,Церковь,https://avatars.mds.yandex.net/get-altay/6057477/2a000001818cc6c8465b8b99e48f71ad32dd/XXXL,Построен в 1872. Престол освящен в честь свв. мчч. Флора и Лавра. Престольный праздник 31 августа. Закрыт в 1939. Во время войны был снова открыт и с тех пор не закрывался.,2026-02-09 09:10:28.417,2026-02-15 18:10:01.907,"[58.93325, 30.720129]",f,f,[],11,https://yandex.ru/maps/-/CPQUnPnP,cmjmw1dtu000010mlvrhu3o7o
cmlf8bk0e0001c30jod8wf8dv,cmlf36itm0001xisdg1njyrry,Спасо-Преображенский монастырь,Церковь,https://avatars.mds.yandex.net/get-altay/11873493/2a000001930ad1dfc5655e07728742483486/XXXL,"Недействующий мужской монастырь Русской православной церкви в Старой Руссе. Находится на северо-восточной стороне города, невдалеке от правого берега реки Полисти. В настоящее время от ансамбля монастыря сохранились четыре каменные церкви, два каменных корпуса XIX века и остов собора Старорусской иконы Божией Матери, перестроенный под спортивную школу.",2026-02-09 13:50:07.886,2026-02-13 10:03:55.743,"[57.993995, 31.360917]",f,f,[],8,https://yandex.ru/maps/-/CPQiNGMb,cmjmw1dtu000010mlvrhu3o7o
cmlfey1si0009uueupq2be53h,cmlf36itm0001xisdg1njyrry,Пляж (деревня Коростынь),Природа,https://avatars.mds.yandex.net/get-altay/6375058/2a00000190a2d232fa529153b8e05a177139/XXXL,"Этот пляж расположен на берегу озера Ильмень в Новгородской области. Вода в озере теплая и мелкая, что делает его идеальным местом для семейного отдыха. На пляже есть места для переодевания и спасательная вышка.",2026-02-09 16:55:35.058,2026-02-13 10:03:55.743,"[58.191349, 30.996035]",f,f,[],13,https://yandex.ru/maps/-/CPQumZ3V,cmjmw1dtu000010mlvrhu3o7o
cmlntojk10001yfs8y997qv2c,cmlntj8vx0001deuwrf41d6f4,Десятинный Рождественский женский монастырь,Церковь,https://avatars.mds.yandex.net/get-altay/5307539/2a00000181c0a6c8c953d28233aee49d486c/XXXL,"Десятинный монастырь (недействующий). Основан в 1327 г., колокольня 1902 г. - единственное сохранившееся культовое здание. Основание монастыря связана с именем княгини Феодосии (матери Александра Невского). В подцерковье похоронены: Елизавета Лупалова; игуменья Палладия из рода Бутаковых, родственников Рахманинова; старица Мария Михайловна. ",2026-02-15 14:10:15.169,2026-02-15 21:21:19.145,"[58.517942, 31.264324]",f,t,[],3,https://yandex.ru/maps/-/CPUr66Oj,cmjmw1dtu000010mlvrhu3o7o
cmlnu0c560007yfs8mkbyvuah,cmlntj8vx0001deuwrf41d6f4,Варлаамо-Хутынский Спасо-Преображенский женский монастырь,Церковь,https://avatars.mds.yandex.net/get-altay/7370029/2a00000182e2fd30dd551453c667312e05a4/XXXL,"На правом берегу Волхова было место, поросшее густым лесом со странным названием Хутонь. По преданию, название происходит от слова «худой, хутынь», то есть худое место, где водится нечистая сила. Святого Варлаама, основателя монастыря, в миру звали Алекса Михалевич. Он принадлежал к именитой боярской фамилии Новгорода. Уединяясь для молитвы в лесу Варлаам увидел луч света, льющийся из чащи. На этом месте он и срубил келью. Позже к нему присоединились еще несколько монахов, с которыми он и построил деревянную церковь Спаса на Хутыни в 1192 году и основал новую обитель. Варлаам прославился чудесами еще при жизни. Особенно запомнилось новгородцам его пророчество о богатом урожае, когда выпадет снег в июле. Урожай выдался на славу, потому что мороз уничтожил вредителей, которые могли бы съесть посевы. До революции новгородцы ежегодно праздновали это событие крестным ходом от Софийского собора до монастыря.

Мощи святого Варлаама (преставился в 1192 году) считаются нетленными. В 1462 году в Хутынский монастырь приехал Иван Грозный дабы поклониться святым мощам и стал выпытывать у игумена, почему не вскрывают раки, чтобы все могли прикладываться к святым мощам. Когда по его повелению стали раскапывать могилу преподобного Варлаама, из земли вырвался огненный столб, опалившие стену и южную дверь иконостаса. Иван Грозный в ужасе побежал из церкви, ударяя жезлом в землю, причем из земли выходил огонь не только в церкви, но и в монастыре. Бросив жезл, царь в большом страхе покинул монастырь. Посох этот с набалдашником из разноцветного хрусталя и опаленная дверь алтаря также хранились в монастырской ризнице. Варлаам Хутынский почитается на севере Руси так же сильно, как Сергий Радонежский в Москве.

Хутынский монастырь пользовался особым покровительством московских великих князей. Огромный собор Преображения, построенный в 1515 году, увенчанный пятью куполами, поставлен «повелением великого государя и великого князя Василия Ивановича». В одном из приделов собора в 1816 году, согласно завещанию был похоронен Гавриил Романович Державин. Интерес представляет западная паперть собора, украшенная пышным крыльцом на четырех столбах с шатровым верхом. Облик церкви Спаса-Преображения частично заимствован у известного московского храма Успения. К северу от Преображенского собора расположена трапезная церковь Варлаама, построенная в 1552 году, к которой с западной стороны примыкает двухстолпная палата – трапезная. И церковь и трапезная – двухэтажные. Хутынский монастырь является местом паломничества новгородцев и жителей окрестных деревень. От главных монастырских ворот грунтовая дорожка ведет к святому колодцу. Обойдя Преображенский собор и выйдя за ограду, можно увидеть небольшую часовню на холме, землю для которой наносил сам Варлаам Хутынский. ",2026-02-15 14:19:25.435,2026-02-15 21:21:19.145,"[58.587338, 31.395062]",f,t,[],5,https://yandex.ru/maps/-/CPUrrQ0D,cmjmw1dtu000010mlvrhu3o7o
cmlntv0um0003yfs8xwuc4p56,cmlntj8vx0001deuwrf41d6f4,Николо-Вяжищский ставропигиальный женский монастырь,Церковь,https://sobory.ru/pic/00150/00165_20161205_212241.jpg,"Монастырь основан в конце XIV века монахами Евфросином, Игнатием, Галактионом и пришедшим к ним священником Пименом, который стал впоследствии первым игуменом обители. Особенный вклад в дело благоустройства монастыря внес потриженник его, а затем и архиепископ Новгородский, Евфимий II. Расположен к северо-западу от Новгорода, в 12 километрах от города. Вязищи - от древнерусского слова ""вязь"", что означает ""болото"". В соборном храме монастыря под спудом почивают мощи св. Евфимия, а над гробницей висели его железные вериги. В иконостасе храма находилась древняя икона св. Николая (XIV в.), икона св. Евфимия и образ Знамения Божией Матери. Придел соборного храма был освящен во имя св. Евфимия.

В 17 веке в Вязищах были воздвигнуты сказочно красивые храмы - Никольский собор с высоким крыльцом и крытым гульбищем (постороен в 1685 году) и трапезный храм во имя апостола и евангелиста Иоанна Богослова (построен в 1698 году). В библиотеке обители насчитывалось 175 старинных подлинных грамот.

В лихолетье гражданской войны 8 съезд Советов Новгородской губернии постановляет: ""Поручить Новгородскому губисполкому все монастырские помещения в течение месяца в Новгородской губернии передать для нужд социального обеспечения, а монахов, как сословных паразитов, сдать в тыловое ополчение"". И начала разрушаться монастырская ограда, пришел в ветхость братский корпус, кощунственные руки пытались вырвать из стен трапезного храма чудесные изразцовые плиты. Лишь несколько деревянных домов остались от слободы некогда знаменитого монастыря. Но именно здесь благословением Владыки Митрополита была учреждена новая женская монашеская община.

31 марта 1990 года, Великим постом, в субботу Акафиста, Митрополит Новгородский и Ленинградский Алексий (так именуют его в пределах Новгородской епархии) освятил храм в честь святителя Евфимия в Николо-Вяжищском монастыре, строения которого были переданы Русской Православной Церкви Новгородским облисполкомом в 1989 году. Ко времени освящения храма над мощами владыки Евфимия уже стояла рака чеканной работы. Вблизи от братского корпуса был постороен кирпичный домик, который приютил первых насельниц обители, несколько сестер Свято-Успенского Пюхтицкого монастыря. По решению Св. Синода от 07.10.1995 г. получил статус ставропигиального.",2026-02-15 14:15:17.518,2026-02-15 21:21:19.145,"[58.623057, 31.169069]",f,f,[],8,https://yandex.ru/maps/-/CPUrfJ5f,cmjmw1dtu000010mlvrhu3o7o
cmloxt6aa000c135bp9iqjyx2,cmlezm8dn0001cp72sub7rdc3,Кафедральный собор Преображения Господня,Церковь,https://avatars.mds.yandex.net/get-altay/14774583/2a00000197fd98109ad8c9c3c4e987f9ecb9/XXXL,"Выборгский соборный храм во имя Преображения Господня был построен по указу императрицы Екатерины II и на казённые средства. К началу ХVIII века ни в Выборге - население которого в основном составляли шведы и финны, - ни в его окрестностях не было ни одного православного храма. Ближайший находился в ста километрах - в Рауту, некогда бывшем центром Ровдужского погоста Карельского уезда Водской пятины. В Выборге потребность в православной церкви со всей настоятельности появилась сразу же после взятия города в июне 1710 года. Население Выборга быстро стало ""русеть"" за счёт военных, чиновников, торговцев. Новые жители хотели бывать за воскресными и праздничными обеднями, венчаться и крестить детей. Но первое - довольно продолжительное время им приходилось довольствоваться полотняным Петропавловским храмом. В нач. 1720-х годов для них оборудовали храм из полуразрушенной во время осады лютеранской кирхи. И лишь в 1787 году, во исполнение предначертания императрицы Екатерины (""Предписать Сенату Нашему, дабы от одного кому следует подтверждено было: сооружение соборной в Выборге церкви, на той самой площади, на которой должны быть расположены присутственные места, также губернаторский и вице-губернаторский дома и гостиный двор""), был заложен Преображенский собор, ставший впоследствии кафедральным.

Над настенными росписями Спасо-Преображенского собора работал выдающийся художник Савва Васильевич Постемский (1825-1894). Некоторые из них - например, изображения апостолов Петра, Павла, Луки и Марка - можно увидеть и в наши дни. В 1905-1917 гг. Преображенский собор Выборга служил кафедральным храмом архиепископа Финляндского и Выборгского Сергия (Страгородского) - будущего патриарха Московского и всея Руси, а в 1976-1984 гг. - архиепископа Выборгского Кирилла (Гундяева) - нынешнего патриарха.",2026-02-16 08:53:35.89,2026-02-16 10:25:03.801,"[60.710159, 28.739168]",f,f,[],2,https://yandex.ru/maps/-/CPUSFJNB,cmjmw1dtu000010mlvrhu3o7o
cmlqurtmj000b2zqhghrfg1jz,cmlqmy4k10001jcd5l1m0lz9b,Домик Петра I (Выставочный центр),Культура,https://avatars.mds.yandex.net/get-altay/9822373/2a0000019279758fa5d810506a7ef2789415/XXXL,"Выставочный центр «Домик Петра I» расположен в городе Лодейное Поле и представляет собой небольшое, но очень атмосферное здание, которое является памятником архитектуры XVIII века. Здесь, на верфи, Пётр I основал Олонецкую верфь, ставшую отправной точкой для создания российского флота. В Домике Петра I воссоздана обстановка, в которой жил император во время своих визитов. Экспозиция включает предметы быта, мебель, документы и личные вещи Петра I. Можно увидеть, как жил и работал один из самых выдающихся правителей России.",2026-02-17 17:04:06.331,2026-02-17 17:04:06.331,"[60.735146, 33.558083]",f,f,[],3,https://yandex.ru/maps/-/CPUleSNp,cmjmw1dtu000010mlvrhu3o7o
cmloyxpfx000u135bbxbcg9no,cmlo3ctq90003mulqxgdzgvzl,Боровичские горы (смотровая площадка),Природа,https://avatars.mds.yandex.net/get-altay/16390227/2a000001986b9ca082ceb3ff47606c334dee/XXXL,Комплекс четвертичных отложений в окрестностях города Боровичи Новгородской области. В 2021 году территория была объявлена памятником природы регионального значения.,2026-02-16 09:25:06.957,2026-02-20 13:31:42.039,"[58.365398, 33.943411]",f,f,[],13,https://yandex.ru/maps/-/CPUWEC-D,cmjmw1dtu000010mlvrhu3o7o
cmlfa36y40005t3yhqe5glj70,cmlf36itm0001xisdg1njyrry,Церковь Николая Чудотворца,Церковь,https://avatars.mds.yandex.net/get-altay/16396695/2a00000197a47d826e97fa188a2743d1d5e4/XXXL,"Церковь Николая Чудотворца (также Никольская церковь) — старообрядческий храм Древлеправославной Поморской Церкви в городе Старая Русса Новгородской области. Один из древнейших храмов города, первоначально построенный в 1371 году. Является объектом культурного наследия федерального значения.",2026-02-09 14:39:36.94,2026-02-13 10:03:55.743,"[57.984459, 31.361383]",f,f,[],6,https://yandex.ru/maps/-/CPQmyFop,cmjmw1dtu000010mlvrhu3o7o
cmlfeu8km0007uueuqj9ml2ul,cmlf36itm0001xisdg1njyrry,Церковь Успения Пресвятой Богородицы в Коростыни,Церковь,https://avatars.mds.yandex.net/get-altay/8128315/2a000001906db2fb6663ef0ce2b4ed80c01d/XXXL,"Строительство началось в 1721 году по заказу императрицы Екатерины I. Проект разработал итальянский архитектор Гаэтано Киавери. Храм возведён в стиле петровского барокко. Центральная часть здания представляет собой восьмиугольник, переходящий в вытянутый прямоугольный объём. Колокольня построена в начале XIX века и соединена с алтарной частью продолговатой трапезной по принципу «корабля». Вокруг церкви находится кладбище. В 1930-х годах храм был закрыт. Во время Великой Отечественной войны, благодаря Псковской духовной миссии, богослужения были Главной святыней храма является список с иконы Старорусской Божьей Матери, сделанный с оригинала в 1877 году и перенесённый из Тихвина год спустя.",2026-02-09 16:52:37.222,2026-02-13 10:03:55.743,"[58.188581, 30.995127]",f,f,[],12,https://yandex.ru/maps/-/CPQue2zy,cmjmw1dtu000010mlvrhu3o7o
cmlgcxpba0001412n5y0d7mui,cmlf36itm0001xisdg1njyrry,"Санаторий ""Амакс Старая Русса""",Природа,https://avatars.mds.yandex.net/get-altay/374295/2a0000015b2178d6a819d3631cba91687ac3/XXXL,"Санаторий «Амакс Старая Русса» — это курорт, известный в XIX веке как «заведение старорусских минеральных вод» или «русский Баден-Баден». В XIX веке он был особенно популярен у русской аристократии. Здесь же не раз «поправляла» своё здоровье семья Достоевского. Сегодня на территории санатория о писателе напоминает отдельный корпус «Достоевский» и ресторан «Достоевский».",2026-02-10 08:47:05.83,2026-02-13 10:03:55.743,"[57.986647, 31.366169]",f,f,[],14,https://yandex.ru/maps/-/CPQN5-Px,cmjmw1dtu000010mlvrhu3o7o
cml97otqv000b11ttxp3srr2i,cmkvbalj70001nhn8d6tsk8rs,Набережная им. Злобина,Природа,https://avatars.mds.yandex.net/get-altay/16374562/2a0000019971c14f4e6f84ad6d30174e3ef8/XXXL,"Здесь хочется просто посидеть и посмотреть на Волгу или походить вдоль берега, хотя сама обустроенная набережная небольшая, пройти ее можно за 10-20 минут в обе стороны.",2026-02-05 08:45:50.36,2026-02-15 21:20:01.798,"[52.039966, 47.397643]",f,f,[],15,https://yandex.ru/maps/-/CPEFvE31,cmjmw1dtu000010mlvrhu3o7o
cmlqv42760001xe98prgrf0wb,cmlqmy4k10001jcd5l1m0lz9b,Парк Сквер Корабелов,Природа,https://avatars.mds.yandex.net/get-altay/4716261/2a0000018984764a7d95ecae95c01764e559/XXXL,"Сквер Корабелов — это парк культуры и отдыха, расположенный на берегу реки Свирь в городе Лодейное Поле. Он посвящен истории Лодейнопольской верфи и пребыванию Петра I в этом городе. В сквере можно увидеть памятник основанию города Петром I, домик Петра с экспозицией Олонецкой верфи и выставкой предметов домашнего быта того времени, а также памятники различным событиям, связанным с той эпохой. Кроме того, в сквере есть деревянная набережная для прогулок и смотровые площадки.",2026-02-17 17:13:37.314,2026-02-17 17:14:04.765,"[60.73565, 33.558039]",f,f,[],4,https://yandex.ru/maps/-/CPUluM3u,cmjmw1dtu000010mlvrhu3o7o
cmloxgd6m0003135bpe0gqm1h,cmlezm8dn0001cp72sub7rdc3,Выборгский замок,Культура,https://avatars.mds.yandex.net/get-altay/2378041/2a00000172bb0dd04f617063ebf8dc5e2ab6/XXXL,"Выборгский замок — это единственный в России настоящий европейский средневековый замок. Он был построен шведами в конце XIII века и веками был ключевым стратегическим пунктом. В разное время крепость принадлежала Швеции, России и Финляндии, использовалась для военных и административных целей. В наши дни это музей и исторический памятник, а ещё площадка для концертов, рыцарских турниров и фестивалей.",2026-02-16 08:43:38.302,2026-02-16 10:25:03.801,"[60.715568, 28.729238]",f,f,[],1,https://yandex.ru/maps/-/CPUSqDkk,cmjmw1dtu000010mlvrhu3o7o
cmm9j0wqj0005uxt1cja0wqbe,cmm0fyp70000110m4vxamin3v,Пляж,Природа,https://avatars.mds.yandex.net/get-altay/9714262/2a00000189f3130e5208a7f147e7209be0ea/XXXL,"Этот пляж — это благоустроенное место на берегу реки Невы, где можно отдохнуть, поиграть в волейбол или прокатиться на сапборде. Здесь есть парковка, уличное освещение, зеленая зона и набережная с асфальтированными дорожками и скамейками. В жаркий день можно спрятаться в тени деревьев.",2026-03-02 18:42:52.219,2026-03-02 18:42:52.219,"[59.820408, 30.923446]",f,f,[],4,https://yandex.ru/maps/-/CPqKF62t,cmjmw1dtu000010mlvrhu3o7o
